Isaiah 55:6,"Seek ye the LORD while he may be found, call ye upon him while he is near:"
Isaiah 55:7,"Let the wicked forsake his way, and the unrighteous man his thoughts: and let him return unto the LORD, and he will have mercy upon him; and to our God, for he will abundantly pardon."
Isaiah 55:8,"For my thoughts are not your thoughts, neither are your ways my ways, saith the LORD."
Isaiah 55:9,"For as the heavens are higher than the earth, so are my ways higher than your ways, and my thoughts than your thoughts."
Jeremiah 6:16,"Thus saith the LORD, Stand ye in the ways, and see, and ask for the old paths, where is the good way, and walk therein, and ye shall find rest for your souls. But they said, We will not walk therein."
Jeremiah 9:23,"Thus saith the LORD, Let not the wise man glory in his wisdom, neither let the mighty man glory in his might, let not the rich man glory in his riches:"
Jeremiah 9:24,"But let him that glorieth glory in this, that he understandeth and knoweth me, that I am the LORD which exercise lovingkindness, judgment, and righteousness, in the earth: for in these things I delight, saith the LORD."
Jeremiah 51:15,"He hath made the earth by his power, he hath established the world by his wisdom, and hath stretched out the heaven by his understanding."
Lamentations 3:22,"It is of the LORD'S mercies that we are not consumed, because his compassions fail not."
Lamentations 3:23,They are new every morning: great is thy faithfulness.
Lamentations 3:24,"The LORD is my portion, saith my soul; therefore will I hope in him."
Lamentations 3:25,"The LORD is good unto them that wait for him, to the soul that seeketh him."
Lamentations 3:26,It is good that a man should both hope and quietly wait for the salvation of the LORD.
Ezekiel 36:26,"A new heart also will I give you, and a new spirit will I put within you: and I will take away the stony heart out of your flesh, and I will give you an heart of flesh."
Ezekiel 36:27,"And I will put my spirit within you, and cause you to walk in my statutes, and ye shall keep my judgments, and do them."
Daniel 2:20,"Daniel answered and said, Blessed be the name of God for ever and ever: for wisdom and might are his:"
Daniel 2:21,"And he changeth the times and the seasons: he removeth kings, and setteth up kings: he giveth wisdom unto the wise, and knowledge to them that know understanding:"
Daniel 2:22,"He revealeth the deep and secret things: he knoweth what is in the darkness, and the light dwelleth with him."
Hosea 4:6,"My people are destroyed for lack of knowledge: because thou hast rejected knowledge, I will also reject thee, that thou shalt be no priest to me: seeing thou hast forgotten the law of thy God, I will also forget thy children."
Joel 2:25,"And I will restore to you the years that the locust hath eaten, the cankerworm, and the caterpiller, and the palmerworm, my great army which I sent among you."
Amos 5:8,"Seek him that maketh the seven stars and Orion, and turneth the shadow of death into the morning, and maketh the day dark with night: that calleth for the waters of the sea, and poureth them out upon the face of the earth: The LORD is his name:"
Obadiah 1:3,"The pride of thine heart hath deceived thee, thou that dwellest in the clefts of the rock, whose habitation is high; that saith in his heart, Who shall bring me down to the ground?"
Obadiah 1:4,"Though thou exalt thyself as the eagle, and though thou set thy nest among the stars, thence will I bring thee down, saith the LORD."
Jonah 3:9,"Who can tell if God will turn and repent, and turn away from his fierce anger, that we perish not?"
Jonah 3:10,"And God saw their works, that they turned from their evil way; and God repented of the evil, that he had said that he would do unto them; and he did it not."
Micah 7:7,Therefore I will look unto the LORD; I will wait for the God of my salvation: my God will hear me.
Micah 7:18,"Who is a God like unto thee, that pardoneth iniquity, and passeth by the transgression of the remnant of his heritage? he retaineth not his anger for ever, because he delighteth in mercy."
Nahum 1:2,"God is jealous, and the LORD revengeth; the LORD revengeth, and is furious; the LORD will take vengeance on his adversaries, and he reserveth wrath for his enemies."
Nahum 1:3,"The LORD is slow to anger, and great in power, and will not at all acquit the wicked: the LORD hath his way in the whirlwind and in the storm, and the clouds are the dust of his feet."
Habakkuk 2:4,"Behold, his soul which is lifted up is not upright in him: but the just shall live by his faith."
Habakkuk 3:18,"Yet I will rejoice in the LORD, I will joy in the God of my salvation."
Habakkuk 3:19,"The LORD God is my strength, and he will make my feet like hinds' feet, and he will make me to walk upon mine high places. To the chief singer on my stringed instruments."
Zechariah 8:17,"And let none of you imagine evil in your hearts against his neighbour; and love no false oath: for all these are things that I hate, saith the LORD."
Malachi 3:5,"And I will come near to you to judgment; and I will be a swift witness against the sorcerers, and against the adulterers, and against false swearers, and against those that oppress the hireling in his wages, the widow, and the fatherless, and that turn aside the stranger from his right, and fear not me, saith the LORD of hosts."
Malachi 3:6,"For I am the LORD, I change not; therefore ye sons of Jacob are not consumed."
Matthew 5:11,"Blessed are ye, when men shall revile you, and persecute you, and shall say all manner of evil against you falsely, for my sake."
Matthew 5:12,"Rejoice, and be exceeding glad: for great is your reward in heaven: for so persecuted they the prophets which were before you."
Matthew 6:31,"Therefore take no thought, saying, What shall we eat? or, What shall we drink? or, Wherewithal shall we be clothed?"
Matthew 6:32,(For after all these things do the Gentiles seek:) for your heavenly Father knoweth that ye have need of all these things.
Matthew 6:33,"But seek ye first the kingdom of God, and his righteousness; and all these things shall be added unto you."
Matthew 6:34,Take therefore no thought for the morrow: for the morrow shall take thought for the things of itself. Sufficient unto the day is the evil thereof.
Matthew 7:1,"Judge not, that ye be not judged."
Matthew 7:2,"For with what judgment ye judge, ye shall be judged: and with what measure ye mete, it shall be measured to you again."
Matthew 7:3,"And why beholdest thou the mote that is in thy brother's eye, but considerest not the beam that is in thine own eye?"
Matthew 7:4,"Or how wilt thou say to thy brother, Let me pull out the mote out of thine eye; and, behold, a beam is in thine own eye?"
Matthew 7:5,"Thou hypocrite, first cast out the beam out of thine own eye; and then shalt thou see clearly to cast out the mote out of thy brother's eye."
Matthew 7:6,"Give not that which is holy unto the dogs, neither cast ye your pearls before swine, lest they trample them under their feet, and turn again and rend you."
Matthew 7:13,"Enter ye in at the strait gate: for wide is the gate, and broad is the way, that leadeth to destruction, and many there be which go in thereat:"
Matthew 7:14,"Because strait is the gate, and narrow is the way, which leadeth unto life, and few there be that find it."
Matthew 10:28,"And fear not them which kill the body, but are not able to kill the soul: but rather fear him which is able to destroy both soul and body in hell."
Matthew 10:34,"Think not that I am come to send peace on earth: I came not to send peace, but a sword."
Matthew 10:41,He that receiveth a prophet in the name of a prophet shall receive a prophet's reward; and he that receiveth a righteous man in the name of a righteous man shall receive a righteous man's reward.
Matthew 12:34,"O generation of vipers, how can ye, being evil, speak good things? for out of the abundance of the heart the mouth speaketh."
Matthew 18:20,"For where two or three are gathered together in my name, there am I in the midst of them."
Matthew 23:8,"But be not ye called Rabbi: for one is your Master, even Christ; and all ye are brethren."
Matthew 23:9,"And call no man your father upon the earth: for one is your Father, which is in heaven."
Matthew 24:29,"Immediately after the tribulation of those days shall the sun be darkened, and the moon shall not give her light, and the stars shall fall from heaven, and the powers of the heavens shall be shaken:"
Matthew 24:30,"And then shall appear the sign of the Son of man in heaven: and then shall all the tribes of the earth mourn, and they shall see the Son of man coming in the clouds of heaven with power and great glory."
Matthew 24:31,"And he shall send his angels with a great sound of a trumpet, and they shall gather together his elect from the four winds, from one end of heaven to the other."
Mark 1:15,"And saying, The time is fulfilled, and the kingdom of God is at hand: repent ye, and believe the gospel."
Mark 12:26,"And as touching the dead, that they rise: have ye not read in the book of Moses, how in the bush God spake unto him, saying, I am the God of Abraham, and the God of Isaac, and the God of Jacob?"
Mark 12:27,"He is not the God of the dead, but the God of the living: ye therefore do greatly err."
Luke 1:37,For with God nothing shall be impossible.
Luke 5:32,"I came not to call the righteous, but sinners to repentance."
Luke 6:26,"Woe unto you, when all men shall speak well of you! for so did their fathers to the false prophets."
Luke 6:35,"But love ye your enemies, and do good, and lend, hoping for nothing again; and your reward shall be great, and ye shall be the children of the Highest: for he is kind unto the unthankful and to the evil."
Luke 9:25,"For what is a man advantaged, if he gain the whole world, and lose himself, or be cast away?"
Luke 9:26,"For whosoever shall be ashamed of me and of my words, of him shall the Son of man be ashamed, when he shall come in his own glory, and in his Father's, and of the holy angels."
Luke 12:34,"For where your treasure is, there will your heart be also."
Luke 12:51,"Suppose ye that I am come to give peace on earth? I tell you, Nay; but rather division:"
John 3:15,"That whosoever believeth in him should not perish, but have eternal life."
John 3:16,"For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life."
John 3:17,For God sent not his Son into the world to condemn the world; but that the world through him might be saved.
John 3:18,"He that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God."
John 3:36,He that believeth on the Son hath everlasting life: and he that believeth not the Son shall not see life; but the wrath of God abideth on him.
John 5:24,"Verily, verily, I say unto you, He that heareth my word, and believeth on him that sent me, hath everlasting life, and shall not come into condemnation; but is passed from death unto life."
John 6:28,"Then said they unto him, What shall we do, that we might work the works of God?"
John 6:29,"Jesus answered and said unto them, This is the work of God, that ye believe on him whom he hath sent."
John 6:47,"Verily, verily, I say unto you, He that believeth on me hath everlasting life."
John 10:28,"And I give unto them eternal life; and they shall never perish, neither shall any man pluck them out of my hand."
John 10:29,"My Father, which gave them me, is greater than all; and no man is able to pluck them out of my Father's hand."
John 10:30,I and my Father are one.
Acts 10:43,"To him give all the prophets witness, that through his name whosoever believeth in him shall receive remission of sins."
Acts 13:38,"Be it known unto you therefore, men and brethren, that through this man is preached unto you the forgiveness of sins:"
Acts 13:39,"And by him all that believe are justified from all things, from which ye could not be justified by the law of Moses."
Acts 15:11,"But we believe that through the grace of the Lord Jesus Christ we shall be saved, even as they."
Acts 16:30,"And brought them out, and said, Sirs, what must I do to be saved?"
Acts 16:31,"And they said, Believe on the Lord Jesus Christ, and thou shalt be saved, and thy house."
Romans 1:16,"For I am not ashamed of the gospel of Christ: for it is the power of God unto salvation to every one that believeth; to the Jew first, and also to the Greek."
Romans 1:20,"For the invisible things of him from the creation of the world are clearly seen, being understood by the things that are made, even his eternal power and Godhead; so that they are without excuse:"
Romans 1:21,"Because that, when they knew God, they glorified him not as God, neither were thankful; but became vain in their imaginations, and their foolish heart was darkened."
Romans 1:22,"Professing themselves to be wise, they became fools,"
Romans 1:23,"And changed the glory of the uncorruptible God into an image made like to corruptible man, and to birds, and fourfooted beasts, and creeping things."
Romans 1:24,"Wherefore God also gave them up to uncleanness through the lusts of their own hearts, to dishonour their own bodies between themselves:"
Romans 1:25,"Who changed the truth of God into a lie, and worshipped and served the creature more than the Creator, who is blessed for ever. Amen."
Romans 1:26,For this cause God gave them up unto vile affections: for even their women did change the natural use into that which is against nature:
Romans 1:27,"And likewise also the men, leaving the natural use of the woman, burned in their lust one toward another; men with men working that which is unseemly, and receiving in themselves that recompence of their error which was meet."
Romans 1:28,"And even as they did not like to retain God in their knowledge, God gave them over to a reprobate mind, to do those things which are not convenient;"
Romans 2:28,"For he is not a Jew, which is one outwardly; neither is that circumcision, which is outward in the flesh:"
Romans 2:29,"But he is a Jew, which is one inwardly; and circumcision is that of the heart, in the spirit, and not in the letter; whose praise is not of men, but of God."
Romans 3:23,"For all have sinned, and come short of the glory of God;"
Romans 5:1,"Therefore being justified by faith, we have peace with God through our Lord Jesus Christ:"
Romans 5:2,"By whom also we have access by faith into this grace wherein we stand, and rejoice in hope of the glory of God."
Romans 5:3,"And not only so, but we glory in tribulations also: knowing that tribulation worketh patience;"
Romans 5:4,"And patience, experience; and experience, hope:"
Romans 5:5,And hope maketh not ashamed; because the love of God is shed abroad in our hearts by the Holy Ghost which is given unto us.
Romans 5:8,"But God commendeth his love toward us, in that, while we were yet sinners, Christ died for us."
Romans 6:23,For the wages of sin is death; but the gift of God is eternal life through Jesus Christ our Lord.
Romans 8:1,"There is therefore now no condemnation to them which are in Christ Jesus, who walk not after the flesh, but after the Spirit."
Romans 8:14,"For as many as are led by the Spirit of God, they are the sons of God."
Romans 8:15,"For ye have not received the spirit of bondage again to fear; but ye have received the Spirit of adoption, whereby we cry, Abba, Father."
Romans 8:16,"The Spirit itself beareth witness with our spirit, that we are the children of God:"
Romans 8:17,"And if children, then heirs; heirs of God, and joint-heirs with Christ; if so be that we suffer with him, that we may be also glorified together."
Romans 8:18,For I reckon that the sufferings of this present time are not worthy to be compared with the glory which shall be revealed in us.
Romans 8:28,"And we know that all things work together for good to them that love God, to them who are the called according to his purpose."
Romans 9:20,"Nay but, O man, who art thou that repliest against God? Shall the thing formed say to him that formed it, Why hast thou made me thus?"
Romans 9:21,"Hath not the potter power over the clay, of the same lump to make one vessel unto honour, and another unto dishonour?"
Romans 11:7,"What then? Israel hath not obtained that which he seeketh for; but the election hath obtained it, and the rest were blinded"
1 Corinthians 1:18,For the preaching of the cross is to them that perish foolishness; but unto us which are saved it is the power of God.
1 Corinthians 1:19,"For it is written, I will destroy the wisdom of the wise, and will bring to nothing the understanding of the prudent."
1 Corinthians 2:4,"And my speech and my preaching was not with enticing words of man's wisdom, but in demonstration of the Spirit and of power:"
1 Corinthians 2:5,"That your faith should not stand in the wisdom of men, but in the power of God."
1 Corinthians 2:14,"But the natural man receiveth not the things of the Spirit of God: for they are foolishness unto him: neither can he know them, because they are spiritually discerned."
1 Corinthians 15:3,"For I delivered unto you first of all that which I also received, how that Christ died for our sins according to the scriptures;"
1 Corinthians 15:4,"And that he was buried, and that he rose again the third day according to the scriptures:"
2 Corinthians 4:3,"But if our gospel be hid, it is hid to them that are lost:"
2 Corinthians 4:4,"In whom the god of this world hath blinded the minds of them which believe not, lest the light of the glorious gospel of Christ, who is the image of God, should shine unto them."
2 Corinthians 4:18,"While we look not at the things which are seen, but at the things which are not seen: for the things which are seen are temporal; but the things which are not seen are eternal."
2 Corinthians 8:9,"For ye know the grace of our Lord Jesus Christ, that, though he was rich, yet for your sakes he became poor, that ye through his poverty might be rich."
2 Corinthians 11:3,"But I fear, lest by any means, as the serpent beguiled Eve through his subtilty, so your minds should be corrupted from the simplicity that is in Christ."
Galatians 1:8,"But though we, or an angel from heaven, preach any other gospel unto you than that which we have preached unto you, let him be accursed."
Galatians 1:9,"As we said before, so say I now again, If any man preach any other gospel unto you than that ye have received, let him be accursed."
Galatians 2:20,"I am crucified with Christ: nevertheless I live; yet not I, but Christ liveth in me: and the life which I now live in the flesh I live by the faith of the Son of God, who loved me, and gave himself for me."
Galatians 3:26,For ye are all the children of God by faith in Christ Jesus.
Galatians 3:29,"And if ye be Christ's, then are ye Abraham's seed, and heirs according to the promise."
Galatians 5:22,"But the fruit of the Spirit is love, joy, peace, longsuffering, gentleness, goodness, faith,"
Galatians 5:23,"Meekness, temperance: against such there is no law."
Ephesians 2:8,For by grace are ye saved through faith; and that not of yourselves: it is the gift of God:
Ephesians 2:9,"Not of works, lest any man should boast."
Ephesians 3:19,"And to know the love of Christ, which passeth knowledge, that ye might be filled with all the fulness of God."
Ephesians 3:20,"Now unto him that is able to do exceeding abundantly above all that we ask or think, according to the power that worketh in us,"
Ephesians 4:14,"That we henceforth be no more children, tossed to and fro, and carried about with every wind of doctrine, by the sleight of men, and cunning craftiness, whereby they lie in wait to deceive;"
Ephesians 4:24,"And that ye put on the new man, which after God is created in righteousness and true holiness."
Ephesians 6:11,"Put on the whole armour of God, that ye may be able to stand against the wiles of the devil."
Ephesians 6:12,"For we wrestle not against flesh and blood, but against principalities, against powers, against the rulers of the darkness of this world, against spiritual wickedness in high places."
Ephesians 6:13,"Wherefore take unto you the whole armour of God, that ye may be able to withstand in the evil day, and having done all, to stand."
Ephesians 6:14,"Stand therefore, having your loins girt about with truth, and having on the breastplate of righteousness;"
Ephesians 6:15,And your feet shod with the preparation of the gospel of peace;
Ephesians 6:16,"Above all, taking the shield of faith, wherewith ye shall be able to quench all the fiery darts of the wicked."
Ephesians 6:17,"And take the helmet of salvation, and the sword of the Spirit, which is the word of God:"
Ephesians 6:19,"And for me, that utterance may be given unto me, that I may open my mouth boldly, to make known the mystery of the gospel,"
Philippians 1:6,"Being confident of this very thing, that he which hath begun a good work in you will perform it until the day of Jesus Christ:"
Philippians 3:3,"For we are the circumcision, which worship God in the spirit, and rejoice in Christ Jesus, and have no confidence in the flesh."
Philippians 4:6,Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known unto God.
Philippians 4:7,"And the peace of God, which passeth all understanding, shall keep your hearts and minds through Christ Jesus."
Philippians 4:11,"Not that I speak in respect of want: for I have learned, in whatsoever state I am, therewith to be content."
Philippians 4:13,I can do all things through Christ which strengtheneth me.
Colossians 1:16,"For by him were all things created, that are in heaven, and that are in earth, visible and invisible, whether they be thrones, or dominions, or principalities, or powers: all things were created by him, and for him:"
Colossians 1:17,"And he is before all things, and by him all things consist."
Colossians 2:8,"Beware lest any man spoil you through philosophy and vain deceit, after the tradition of men, after the rudiments of the world, and not after Christ."
Colossians 2:9,For in him dwelleth all the fulness of the Godhead bodily.
Colossians 3:11,"Where there is neither Greek nor Jew, circumcision nor uncircumcision, Barbarian, Scythian, bond nor free: but Christ is all, and in all."
Colossians 3:12,"Put on therefore, as the elect of God, holy and beloved, bowels of mercies, kindness, humbleness of mind, meekness, longsuffering;"
1 Thessalonians 2:13,"For this cause also thank we God without ceasing, because, when ye received the word of God which ye heard of us, ye received it not as the word of men, but as it is in truth, the word of God, which effectually worketh also in you that believe."
